,Year,Month,Last Name (1st Author),Paper Title,Process,CW Performance,Frequency (GHz),Psat (dBm),PAEmax (%),PA Efficiency Note,P1dB (dBm),PAE_1dB (%),Gain (dB),RF PA Modulations,EVM (dB),Modulation Speed (Msym/s),Average Pout (dBm),Average PAE (%),RF PA Note (Modulation Type),RF PA Note (Analog PA or Digital PA),Process node
480,2006,9,Dadello, 44-GHz High Power and Driver Microstrip Amplifier MMICs using 6-inch 0.15-μm PHEMTs,GaAs,,44.0,28.0,18,PAE,,,15,,,,,,,,0.15um  GaAs pHEMT
481,2009,10,Yukawa, Q-band gaas MMIC modules for active phased array antenna systems,GaAs,,44.0,22.0,,,,,14,,,,,,,,GaAs
482,2011,3,Yan, Efficiency Enhancement of mm-Wave Power Amplifiers Using Envelope Tracking,GaAs,,44.0,33.0,10,PAE,32,,,,,,,,,,GaAs
483,2006,10,Aust, A 2.8-W Q-Band High-Efficiency Power Amplifier,GaAs,,44.0,34.47,28,PAE,,,17,,,,,,,,InGaAs/GaAs HEMT
484,1997,6,Lester, 3-watt Q-band waveguide PHEMT MMIC power amplifier module,GaAs,,44.5,36.4,25,PAE,,,13,,,,,,,,GaAs
485,2005,10,Aust,A Highly Efficient Q-Band MMIC 2.8 Watt Output Power Amplifier  Based on 0.15um InGaAs/GaAs pHEMT Process Technology,GaAs,,45.0,34.5,24,PAE,,,14,,,,,,,,GaAs
486,2003,6,Wu,An 18-71 GHz Multi-band and High Gain GaAs MMIC Medium Power Amplifier for Millimeter-wave Applications,GaAs,,45.0,18.0,,,,,23,,,,,,,,
487,1996,6,Lester, Highly efficient compact Q-band MMIC power amplifier using 2-mil substrate and partially-matched output,GaAs,,45.5,29.29,34,PAE,,,17,,,,,,,,GaAs
488,1991,10,Yang,A 0.25-Watt Three stage  Q-band MESFET Monolithic Power Amplifier,GaAs,,46.0,27.0,9.5,PAE,,,,,,,,,,,GaAs
489,2019,7,Lv,A Compact Ka/Q Dual-Band GaAs MMIC Doherty Power Amplifier With Simplified Offset Lines for 5G Applications,GaAs,,46.0,25.2,25,PAE,,,10.5,,-39.17,,,,20 MHz 64AQM,,0.1um GaAs
490,1992,11,Ho,U-Band Monolithic Millimetre-Wave GaAs MESFET Power Amplifiier,GaAs,,47.0,22.5,,,,,14.2,,,,,,,,GaAs
491,2018,6,Lv,An Energy-Efficient K a/Q Dual-Band Power Amplifier MMIC in 0.1-μm GaAs Process,GaAs,,47.0,22.7,40,PAE,,,15.5,,,,,,,,0.1um GaAs
492,1989,10,Camilleri,Mononlithic 50GHz GaAs FET Power amplfiier,GaAs,,50.0,28.0,,,,,18,,,,,,,,GaAs
493,2020,12,Tsao,A 52–58 GHz Power Amplifier With 18.6-dBm Saturated Output Power for Space Applications,GaAs,52-58,54.0,18.6,18.2,PAE,16.15,,14.7,,,,,,,,0.15 um GaAs pHEMT
494,2020,12,Tsao,A 52–58 GHz Power Amplifier With 18.6-dBm Saturated Output Power for Space Applications,GaAs,52-58,56.0,18.0,17,PAE,15,,14,,,,,,,,0.15 um GaAs pHEMT
495,2012,12,wu,A V-band power amplifier with 11.6dB gain and 7.8% PAE in GaAs 0.15µm pHEMT process technology,GaAs,,56.5,12.2,7.8,PAE,12.3,,11.6,,,,,,,,0.15um GaAs pHEMT
496,2012,5,Chiu,High Performance V-band GaAs Power Amplifier and Low Noise Amplifier Using Low-loss Transmission Line Technology,GaAs,,58.0,18.9,19.8,PAE,13.81,,16.8,,,,,,,,0.15um GaAs pHEMT
497,2008,10,Chaki, A V-Band High Power and High Gain Amplifier MMIC using GaAs PHEMT Technology,GaAs,,59.0,28.9,14.2,PAE,,,17.8,,,,,,,,0.1um GaAs pHEMT
498,2008,1,Kim, 60 GHz flip-chip mounted frequency doubler/PA chain MMIC with low input power and high output power,GaAs,,59.0,19.0,,,,,17,,,,,,,,0.15um GaAs pHEMT
499,1994,9,Kasody, A high efficiency V-band monolithic HEMT power amplifier,GaAs,,59.5,24.95,19.9,PAE,,,8.95,,,,,,,,GaAs
500,1994,9,Sharma, A high power and high efficiency monolithic power amplifier at V-band using pseudomorphic HEMTs,GaAs,,60.0,26.83,13.9,PAE,,,13.8,,,,,,,,GaAs
501,1994,9,Sharma, A high power and high efficiency monolithic power amplifier at V-band using pseudomorphic HEMTs,GaAs,,60.0,25.68,11,PAE,,,13.18,,,,,,,,GaAs
502,2003,11,Handa,60GHz-band low noise Amplifier and Power Amplifier Using InGaP/GaAs HBT Technology,GaAs,,60.0,,,,13,,15,,,,,,,,GaAs
503,2004,10,Lee, A very compact 60GHz transmitter integrating GaAs MMICs on LTCC passive circuits for wireless terminals applications,GaAs,,60.0,11.0,,,,,12,,,,,,,,GaAs
504,2005,6,Ngo-Wah, A V-band eight-way combined solid-state power amplifier with 12.8 Watt output power,GaAs,,60.0,41.0,,,,,44,,,,,,,,GaAs
505,2005,6,Ngo-Wah, A V-band eight-way combined solid-state power amplifier with 12.8 Watt output power,GaAs,,60.0,32.0,,,,,25,,,,,,,,GaAs
506,2005,12,Han,V-band CPW balanced medium power amplifier for 60 GHz wireless LAN application,GaAs,,60.0,,,,7.5,,8,,,,,,,,GaAs
507,2007,1,Chang, 60 GHz Amplifier MMICs and Module for 60 GHz WPAN System,GaAs,,60.0,,,,,,15,,,,,,,,0.12um GaAs pHEMT
508,2008,6,Abbasi," Q-, V-, and W-band power amplifiers utilizing coupled lines for impedance matching",GaAs,,60.0,16.0,,,,,15,,,,,,,,GaAs
509,2009,6,Campbell,V-Band Power Amplifier MMICs Exhibiting Low Power Slump Characteristics Utilizing a Production Released 0.15-um GaAs PHEMT Process,GaAs,,60.0,27.5,26,PAE,,,17,,,,,,,,GaAs
510,2014,12,Chou,A V-band balanced power amplifier in 0.15µm GaAs pHEMT process,GaAs,,60.0,10.0,18,PAE,,,10,,,,,,,,WIN 0.15 μm GaAs pHEMT
511,2017,6,Chang,V-band flip-chip pHEMT balanced power amplifier with CPWGMS-CPWG topology and CPWG Lange couplers,GaAs,,60.0,15.0,,,12,,18,,,,,,,,0.15um GaAs pHEMT
512,2003,6,Wu,An 18-71 GHz Multi-band and High Gain GaAs MMIC Medium Power Amplifier for Millimeter-wave Applications,GaAs,,60.0,14.7,,,,,20,,,,,,,,
513,2008,11,Wang,43–68 GHz broad band low noise MMIC medium power amplifier,GaAs,,60.0,15.0,,,13,,16,,,,,,,,0.15um  GaAs pHEMT
514,2009,10,Koch," A Fully Integrated, Compound Transceiver MIMIC Utilizing Six Antenna Ports for 60 GHz Wireless Applications",GaAs,,60.0,14.0,,,,,27,,,,,,,,GaAs
515,2015,6,Gavell,A high voltage mm-wave stacked HEMT power amplifier in 0.1 µm InGaAs technology,GaAs,,61.0,25.0,15,PAE,,,22,,,,,,,,0.1um InGaAs pHEMT
516,2016,12,Gavell,A V -Band Stacked HEMT Power Amplifier With 25-dBm Saturated Output Power in 0.1- μm InGaAs Technology,GaAs,,61.0,25.0,15,PAE,22,,22,,,,,,,,0.1um GaAs
517,1999,10,Chen,A Single Chip 1-W InP HEMT V-Band Module,GaAs,,62.0,30.0,21,PAE,,,20,,,,,,,,GaAs
518,1999,10,Chen,A Single Chip 1-W InP HEMT V-Band Module,GaAs,,62.0,27.2,25,PAE,,,,,,,,,,,GaAs
519,2000,11,Maruhashi,A 60GHz-band Coplanar-MMIC Chipset for 5OOMbps ASK Transceivers,GaAs,,62.0,15.0,,,,,12,,,,,,,,GaAs
520,2021,8,Tsao,A New Design Technique for Power Amplifiers Operating Close to Unit-Current-Gain Cutoff Frequency,GaAs,59-66,62.0,15.52,16.8,PAE,13.4,,12.3,,,,,,,,0.15μm GaAs pHEMT 
521,1996,11,Tang,"A 560mW, 21% Power-Added Efficiency V-Band MMIC Power Amplifier",GaAs,,62.5,24.7,26,PAE,,,9.9,,,,,,,,GaAs
522,2011,12,Tsai,A 71-80 GHz Medium Power Amplifier Using 4-mil 0.15- μm GaAs-PHEMT Technology,GaAs,,73.0,18.8,10.7,PAE,,,8.4,,,,,,,,0.15um GaAs pHEMT
523,2015,9,Bessemoulin,Reduced-size E-band GaAs power amplifier MMIC,GaAs,,73.0,31.0,,,29,,26,,,,,,,,GaAs
524,2014,10,Kang,Compact E-band single-chip transmitter using 0.1μm GaAs pHEMT process,GaAs,,73.5,,,,15,,20.8,,,,,,,,0.1um GaAs pHEMT
525,2014,6,Schwantuschke, Q- and E-band amplifier MMICs for satellite communication,GaAs,,74.0,28.0,10,PAE,,,15,,,,,,,,50nm GaAs pHEMT
526,2014,6,Camargo, Power GaAs MMICs for E-band communications applications,GaAs,71-76,74.0,28.5,,,25,,17,,,,,,,,GaAs
527,2009,9,Fujii,40 to 85GHz Power Amplifier MMICs Using an Optical Lithography Based Low Cost GaAs PHEMT Process,GaAs,,75.0,17.0,,,,,18,,,,,,,,0.15um GaAs pHEMT
528,2017,1,Gavell,An E -Band Analog Predistorter and Power Amplifier MMIC Chipset,GaAs,,75.5,27.0,22,PAE,24,,26,,,,,,,,GaAs
529,2017,1,Gavell,An E -Band Analog Predistorter and Power Amplifier MMIC Chipset,GaAs,,75.5,27.0,20,PAE,26,,18,,,,,,,,GaAs
530,1998,12,Siweris, Low cost GaAs PHEMT MMICs for millimeter wave sensor applications,GaAs,,76.0,13.0,,,,,11,,,,,,,,GaAs
531,2012,10,Rodriguez," Full ETSI E-Band Doubler, Quadrupler and 24 dBm Power Amplifier",GaAs,,76.0,24.2,8,PAE,,,15,,,,,,,,GaAs
532,2013,10,Tarazi, GaAs E Band Radio Chip-Set,GaAs,,76.0,25.4,10,PAE,22,,20,,,,,,,,GaAs pHEMT
533,2003,6,Udomoto, A 38/77 GHz MMIC transmitter chip set for automotive applications,GaAs,,76.5,,,,15,,17,,,,,,,,GaAs
534,1997,10,Kamozaki,A 77GHz T/R MMIC Chip Set for Automotive Radar Systems,GaAs,,77.0,12.0,,,9.7,,16,,,,,,,,GaAs
535,1999,10,Tessmann,A 77GHz GaAs pHEMT Transceiver MMIC for Automotive Sensor Applications,GaAs,,77.0,14.5,,,11.5,,10,,,,,,,,GaAs
536,1999,10,Kondoh, 77 GHz fully-MMIC automotive forward-looking radar [using pHEMTs],GaAs,,77.0,14.0,,,,,,,,,,,,,GaAs
537,2000,6,Siweris, A mixed Si and GaAs chip set for millimeter-wave automotive radar front-ends,GaAs,,77.0,15.0,,,12,,10,,,,,,,,GaAs
538,2003,4,Chang,A 77-GHz MMIC power amplifier for automotive radar applications,GaAs,,77.0,21.5,10,PAE,18.5,,12,,,,,,,,GaAs
539,2006,11,Kim, A 77 GHz Transceiver for Automotive Radar System Using a 120nm In0.4AlAs/In0.35GaAs Metamorphic HEMTs,GaAs,,77.0,23.4,,,,,21.4,,,,,,,,GaAs
540,2014,8,Lai,77GHz power amplifier design using WIN 0.1μm GaAs pHEMT process,GaAs,,77.0,8.6,,,6,,12,,,,,,,,WIN 0.1um GaAs pHEMT
541,2000,6,Wang, Monolithic power amplifiers covering 70-113 GHz,GaAs,,79.0,25.5,,,,,9,,,,,,,,GaAs
542,2008,10,Micovic, GaN MMIC PAs for E-Band (71 GHz - 95 GHz) Radio,GaAs,,80.0,27.0,17,PAE,,,12,,,,,,,,GaAs
543,2013,6,Canales,A 75-90 GHz High Linearity MMIC Power Amplifier with Integrated Output Power Detector,GaAs,,80.0,20.0,,,19,,25,,,,,,,,0.1um GaAs pHEMT
544,2015,9,Bessemoulin,Reduced-size E-band GaAs power amplifier MMIC,GaAs,,82.0,27.0,,,26,,22,,,,,,,,GaAs
545,2019,8,Lu,A 78-93 GHz Power Amplifier with 19.6-dBm Psat and 12.8 % PAEpeak in 0.1-µm GaAs pHEMT for Radio Astronomical Receiver System,GaAs,78-93,82.0,19.6,12.8,PAE,18.2,,11.5,,,,,,,,0.1um GaAs pHEMT
546,2014,6,Camargo, Power GaAs MMICs for E-band communications applications,GaAs,81-86,83.0,28.0,26.5,PAE,27.5,,15,,,,,,,,GaAs
547,2012,6,Kim,Full W-Band Power Amplifier/Combiner Utilizing GaAs,GaAs,,84.0,19.0,,,,,15,,,,,,,,0.1um GaAs pHEMT
548,2021,11,Tran,A W-band driver amplifier in 0.1 µm pHEMT Gallium Arsenide process,GaAs,85-104,85.0,16.0,,,,,18,,,,,,,,0.1 µm GaAs pHEMT
549,2020,9,Zhu,A W-Band Balanced Power Amplifier in 0.1-μm GaAs PHEMT Process,GaAs,84-100,88.0,22.3,,,,,15,,,,,,,,0.1um GaAs pHEMT
550,1995,10,Wang,A Novel W-band Monolithic Push-Pull Power Amplifier,GaAs,,90.0,19.4,13.3,PAE,,,12,,,,,,,,GaAs
551,1995,5,Wang, A W-band monolithic 175-mW power amplifier,GaAs,,90.0,22.43,4,PAE,,,7,,,,,,,,GaAs
552,2003,6,Morgan, A W-band monolithic medium power amplifier,GaAs,,90.0,21.0,,,,,11,,,,,,,,GaAs
553,2008,10,Micovic, GaN MMIC PAs for E-Band (71 GHz - 95 GHz) Radio,GaAs,,90.0,23.0,9,PAE,,,13.8,,,,,,,,GaAs
554,2021,11,Tran,A W-band driver amplifier in 0.1 µm pHEMT Gallium Arsenide process,GaAs,85-104,90.0,17.5,,,,,18,,,,,,,,0.1 µm GaAs pHEMT
555,1994,10,Biedenbender, A 0.1um W-band HEMT production process for high yield and high performance low noise and power MMICs,GaAs,,94.0,19.0,,,,,12,,,,,,,,GaAs
556,1995,1,Aust,A 94-GHz Monolithic Balanced Power Amplifier Using 0.1um Gate GaAs-Based HEMT MMIC Production  Process Technology,GaAs,,94.0,20.1,8,PAE,,,6,,,,,,,,GaAs
557,1995,5,Marosi, 94 GHz power amplifier using PHEMT technology,GaAs,,94.0,20.0,,,,,32,,,,,,,,GaAs
558,1997,12,Huang, A 94-GHz 0.35-W power amplifier module,GaAs,,94.0,24.77,10.5,PAE,,,8,,,,,,,,GaAs
559,1999,6,Huang, A 94 GHz monolithic high output power amplifier,GaAs,,94.0,24.77,10.5,PAE,,,8,,,,,,,,GaAs
560,2000,6,Ingram, Compact W-band solid-state MMIC high power sources,GaAs,,94.0,33.8,8.2,PAE,,,12,,,,,,,,GaAs
561,2020,9,Zhu,A W-Band Balanced Power Amplifier in 0.1-μm GaAs PHEMT Process,GaAs,84-100,94.0,22.0,,,,,16,,,,,,,,0.1um GaAs pHEMT
562,2020,11,Tian,W-band Amplifiers in 0.1 μm GaAs,GaAs,,94.0,,,,,,7.3,,,,,,,,0.1um GaAs
563,2020,11,Tian,W-band Amplifiers in 0.1 μm GaAs,GaAs,,94.0,,,,,,17,,,,,,,,0.1um GaAs
564,2000,6,Wang, Monolithic power amplifiers covering 70-113 GHz,GaAs,,95.0,23.5,,,,,8,,,,,,,,GaAs
565,2003,6,Herrick, 95 GHz metamorphic HEMT power amplifiers on GaAs,GaAs,,95.0,23.3,23,PAE,,,10,,,,,,,,GaAs
566,2021,6,Thome,A 75–305-GHz Power Amplifier MMIC With 10–14.9-dBm P out in a 35-nm InGaAs mHEMT Technology,GaAs,75-305,95.0,12.0,3.4,PAE,11,2.9,22,,,,,,,,35-nm In0.52Al0.48As/In0.8Ga0.2As mHEMT 
567,2021,11,Tran,A W-band driver amplifier in 0.1 µm pHEMT Gallium Arsenide process,GaAs,85-104,95.0,20.0,,,,,18,,,,,,,,0.1 µm GaAs pHEMT
568,2018,6,Barabi,A +27 dBm P sat 27 dB Gain W-Band Power Amplifier in 0.1 μm GaAs,GaAs,,96.0,27.3,12.5,PAE,,,27,,,,,,,,0.1um GaAs pHEMT
569,2015,10,Bessemoulin, Compact W-Band PA MMICs in Commercially Available 0.1-µm GaAs PHEMT Process,GaAs,92-96,96.0,23.0,,,,,13,,,,,,,,0.1um GaAs pHEMT
570,2015,10,Bessemoulin, Compact W-Band PA MMICs in Commercially Available 0.1-µm GaAs PHEMT Process,GaAs,92-97,97.0,20.5,,,,,12.5,,,,,,,,0.1um GaAs pHEMT
571,2021,11,Tran,A W-band driver amplifier in 0.1 µm pHEMT Gallium Arsenide process,GaAs,85-104,97.0,20.0,12.5,PAE,,,18,,,,,,,,0.1 µm GaAs pHEMT
572,2021,11,Mahon,W-Band Coplanar Medium Power Amplifier,GaAs,,99.0,14.6,,,,,22.2,,,,,,,,100-nm power pHEMT
573,2008,6,Abbasi," Q-, V-, and W-band power amplifiers utilizing coupled lines for impedance matching",GaAs,,100.0,7.0,,,,,10,,,,,,,,GaAs
574,2015,10,Bessemoulin, Compact W-Band PA MMICs in Commercially Available 0.1-µm GaAs PHEMT Process,GaAs,80-100,100.0,24.5,,,,,12,,,,,,,,0.1um GaAs pHEMT
575,2021,11,Mahon,W-Band Coplanar Medium Power Amplifier,GaAs,,100.0,14.3,5.2,PAE,,,22.1,,,,,,,,100-nm power pHEMT
576,2021,11,Mahon,W-Band Coplanar Medium Power Amplifier,GaAs,,100.0,15.7,3.5,PAE,,,22,,,,,,,,100-nm power pHEMT
577,2021,11,Tran,A W-band driver amplifier in 0.1 µm pHEMT Gallium Arsenide process,GaAs,85-104,100.0,20.0,,,,,18,,,,,,,,0.1 µm GaAs pHEMT
578,2019,8,Chen,A Wideband W-Band Driver Amplifier in 0.1 μm GaAs Process,GaAs,67-103,103.0,16.0,,,,,17,,,,,,,,0.1um GaAs
579,2021,11,Tran,A W-band driver amplifier in 0.1 µm pHEMT Gallium Arsenide process,GaAs,85-104,104.0,18.0,,,,,18,,,,,,,,0.1 µm GaAs pHEMT
580,2000,6,Wang, Monolithic power amplifiers covering 70-113 GHz,GaAs,,105.0,25.0,,,,,7,,,,,,,,GaAs
581,2001,1,Wang, Power-amplifier modules covering 70-113 GHz using MMICs,GaAs,,105.0,25.0,,,,,20,,,,,,,,GaAs
582,2021,6,Thome,A 75–305-GHz Power Amplifier MMIC With 10–14.9-dBm P out in a 35-nm InGaAs mHEMT Technology,GaAs,75-305,140.0,13.0,5.8,PAE,12,3.9,28,,,,,,,,35-nm In0.52Al0.48As/In0.8Ga0.2As mHEMT 
583,2012,11,Diebold, A 130 to 160 GHz broadband power amplifier with binary power splitting topology,GaAs,,145.0,13.1,4,PAE,,,15,,,,,,,,0.1um GaAs pHEMT
584,2018,5,Amado-rey,A G-Band Broadband Balanced Power Amplifier Module Based on Cascode mHEMTs,GaAs,,200.0,10.0,1.5,PAE,,,15.3,,,,,,,,GaAs 35-nm mHEMT
585,2021,6,Thome,A 75–305-GHz Power Amplifier MMIC With 10–14.9-dBm P out in a 35-nm InGaAs mHEMT Technology,GaAs,75-305,200.0,14.9,6.6,PAE,,,25,,,,,,,,35-nm In0.52Al0.48As/In0.8Ga0.2As mHEMT 
586,2018,5,Amado-rey,Analysis and Development of Submillimeter-Wave Stacked-FET Power Amplifier MMICs in 35-nm mHEMT Technology,GaAs,,240.0,10.8,5.02,PAE,,,21.5,,,,,,,,GaAs
587,2021,6,Thome,A 75–305-GHz Power Amplifier MMIC With 10–14.9-dBm P out in a 35-nm InGaAs mHEMT Technology,GaAs,75-305,240.0,12.5,4.4,PAE,12.2,4.1,23,,,,,,,,35-nm In0.52Al0.48As/In0.8Ga0.2As mHEMT 
588,2019,6,John,Investigation of Compact Power Amplifier Cells at THz Frequenciesusing InGaAs mHEMT Technology,GaAs,,280.0,3.3,,,,,8.5,,,,,,,,
589,2019,6,John,Investigation of Compact Power Amplifier Cells at THz Frequenciesusing InGaAs mHEMT Technology,GaAs,,280.0,6.8,,,,,11.5,,,,,,,,
590,2019,6,John,Investigation of Compact Power Amplifier Cells at THz Frequenciesusing InGaAs mHEMT Technology,GaAs,,285.0,5.5,,,,,10.5,,,,,,,,
591,2019,6,John,Investigation of Compact Power Amplifier Cells at THz Frequenciesusing InGaAs mHEMT Technology,GaAs,,285.0,8.0,,,,,12.8,,,,,,,,
592,2019,6,John,Investigation of Compact Power Amplifier Cells at THz Frequenciesusing InGaAs mHEMT Technology,GaAs,,290.0,6.0,,,,,11,,,,,,,,
593,2019,6,John,Investigation of Compact Power Amplifier Cells at THz Frequenciesusing InGaAs mHEMT Technology,GaAs,,290.0,8.2,,,,,13,,,,,,,,
594,2019,6,John,Investigation of Compact Power Amplifier Cells at THz Frequenciesusing InGaAs mHEMT Technology,GaAs,,295.0,6.5,,,,,11.8,,,,,,,,
595,2019,6,John,Investigation of Compact Power Amplifier Cells at THz Frequenciesusing InGaAs mHEMT Technology,GaAs,,295.0,8.5,,,,,13.2,,,,,,,,
596,2019,1,Amado-Rey,GCPW GaAs Broadside Couplers at H-Band and Application to Balanced Power Amplifiers,GaAs,,300.0,4.5,2.5,PAE,,,7.5,,,,,,,,35nm mHEMT
597,2019,6,Schoch,300 GHz broadband power amplifier with 508 GHz gain-bandwidthproduct and 8 dBm output power,GaAs,,300.0,8.0,2.97,PAE,,,19,,,,,,,,
598,2019,6,John,Investigation of Compact Power Amplifier Cells at THz Frequenciesusing InGaAs mHEMT Technology,GaAs,,300.0,7.0,,,,,12,,,,,,,,
599,2019,6,John,Investigation of Compact Power Amplifier Cells at THz Frequenciesusing InGaAs mHEMT Technology,GaAs,,300.0,8.2,,,,,13,,,,,,,,
600,2019,6,John,Investigation of Compact Power Amplifier Cells at THz Frequenciesusing InGaAs mHEMT Technology,GaAs,,305.0,7.0,,,,,11.8,,,,,,,,
601,2019,6,John,Investigation of Compact Power Amplifier Cells at THz Frequenciesusing InGaAs mHEMT Technology,GaAs,,305.0,8.8,,,,,13.5,,,,,,,,
602,2019,6,John,Investigation of Compact Power Amplifier Cells at THz Frequenciesusing InGaAs mHEMT Technology,GaAs,,310.0,7.0,,,,,12,,,,,,,,
603,2019,6,John,Investigation of Compact Power Amplifier Cells at THz Frequenciesusing InGaAs mHEMT Technology,GaAs,,310.0,8.5,,,,,13.2,,,,,,,,
604,2019,6,John,Investigation of Compact Power Amplifier Cells at THz Frequenciesusing InGaAs mHEMT Technology,GaAs,,315.0,7.0,,,,,11.8,,,,,,,,
605,2019,6,John,Investigation of Compact Power Amplifier Cells at THz Frequenciesusing InGaAs mHEMT Technology,GaAs,,315.0,8.5,,,,,13.4,,,,,,,,
606,2019,6,John,Investigation of Compact Power Amplifier Cells at THz Frequenciesusing InGaAs mHEMT Technology,GaAs,,320.0,7.0,,,,,11.5,,,,,,,,
607,2019,6,John,Investigation of Compact Power Amplifier Cells at THz Frequenciesusing InGaAs mHEMT Technology,GaAs,,320.0,8.1,,,,,13,,,,,,,,
608,2020,6,Gashi,Broadband and High-Gain 400-GHz InGaAs mHEMT Medium-Power Amplifier S-MMIC, InGaAs mHEMT,280–430,355.0,2.8,1.5,PAE,2,,20,,,,,,,,35-nm In0.52Al0.48As/In0.80Ga0.20As mHEMT
609,2020,6,Gashi,Broadband and High-Gain 400-GHz InGaAs mHEMT Medium-Power Amplifier S-MMIC, InGaAs mHEMT,,360.0,3.3,,,2.4,,20,,,,,,,,35-nm In0.52Al0.48As/In0.80Ga0.20As mHEMT
610,2020,6,Gashi,Broadband and High-Gain 400-GHz InGaAs mHEMT Medium-Power Amplifier S-MMIC, InGaAs mHEMT,,365.0,3.1,,,2.5,,20,,,,,,,,35-nm In0.52Al0.48As/In0.80Ga0.20As mHEMT
611,2020,6,Gashi,Broadband and High-Gain 400-GHz InGaAs mHEMT Medium-Power Amplifier S-MMIC, InGaAs mHEMT,,370.0,2.9,,,2.4,,20,,,,,,,,35-nm In0.52Al0.48As/In0.80Ga0.20As mHEMT
612,2020,6,Gashi,Broadband and High-Gain 400-GHz InGaAs mHEMT Medium-Power Amplifier S-MMIC, InGaAs mHEMT,,375.0,3.1,,,2.4,,20,,,,,,,,35-nm In0.52Al0.48As/In0.80Ga0.20As mHEMT
